x1,x2,x3,x4,x5,x6,label
0.27586206896551724,0.08080808080808081,1.0,0.7708333333333334,0.5,0.2222222222222222,1
0.10344827586206896,0.030303030303030304,1.0,0.9479166666666666,0.0,0.2222222222222222,1
0.9310344827586207,0.8585858585858586,0.0,0.15625,0.5,0.3333333333333333,1
0.7586206896551724,0.7676767676767676,0.0,0.15625,1.0,0.3333333333333333,1
0.6551724137931034,0.30303030303030304,0.5,0.5104166666666666,1.0,0.3333333333333333,1
0.8275862068965517,0.9191919191919192,0.0,0.10416666666666667,0.5,0.0,1
0.6896551724137931,0.8787878787878788,0.0,0.21875,1.0,0.2222222222222222,1
0.6206896551724138,0.4444444444444444,0.5,0.6041666666666666,1.0,0.3333333333333333,1
0.20689655172413793,0.12121212121212122,1.0,0.8125,0.5,0.2222222222222222,1
0.5862068965517241,0.3333333333333333,0.5,0.34375,1.0,0.1111111111111111,1
0.5862068965517241,0.494949494949495,0.5,0.3541666666666667,0.5,0.3333333333333333,1
0.5517241379310345,0.37373737373737376,0.5,0.4270833333333333,1.0,0.3333333333333333,1
0.6551724137931034,0.30303030303030304,0.5,0.65625,1.0,0.1111111111111111,0
0.5172413793103449,0.42424242424242425,0.5,0.6458333333333334,1.0,0.3333333333333333,1
0.4482758620689655,0.46464646464646464,0.5,0.4479166666666667,0.5,0.3333333333333333,1
0.41379310344827586,0.30303030303030304,0.5,0.7395833333333334,0.5,0.3333333333333333,1
0.27586206896551724,0.25252525252525254,1.0,0.75,0.5,0.2222222222222222,1
1.0,0.7272727272727273,0.0,0.15625,1.0,0.1111111111111111,0
0.6896551724137931,0.797979797979798,0.0,0.052083333333333336,0.5,0.1111111111111111,1
0.3103448275862069,0.06060606060606061,1.0,0.8229166666666666,0.0,0.3333333333333333,1
0.3103448275862069,0.5656565656565656,0.5,0.71875,0.5,0.3333333333333333,1
0.2413793103448276,0.29292929292929293,1.0,0.75,0.0,0.3333333333333333,1
0.20689655172413793,0.2828282828282828,1.0,0.8125,0.5,0.3333333333333333,1
0.0,0.12121212121212122,1.0,1.0,0.0,0.0,1
0.13793103448275862,0.09090909090909091,1.0,0.9479166666666666,0.0,0.3333333333333333,1
0.13793103448275862,0.24242424242424243,1.0,0.8645833333333334,0.5,0.3333333333333333,1
0.06896551724137931,0.030303030303030304,1.0,0.7708333333333334,0.5,0.3333333333333333,1
1.0,0.6262626262626263,0.0,0.15625,1.0,0.4444444444444444,0
0.5172413793103449,0.48484848484848486,0.5,0.4270833333333333,0.5,0.3333333333333333,1
1.0,0.9797979797979798,0.0,0.03125,1.0,0.4444444444444444,1
0.896551724137931,0.9292929292929293,0.0,0.125,1.0,0.4444444444444444,1
0.7931034482758621,0.6161616161616161,0.0,0.08333333333333333,0.5,0.4444444444444444,1
0.27586206896551724,0.04040404040404041,1.0,0.8645833333333334,0.5,0.2222222222222222,1
0.10344827586206896,0.04040404040404041,1.0,0.9791666666666666,0.5,0.1111111111111111,1
0.7586206896551724,0.7878787878787878,0.0,0.041666666666666664,0.5,0.2222222222222222,1
0.9310344827586207,0.9191919191919192,0.0,0.041666666666666664,0.5,0.1111111111111111,0
0.7586206896551724,0.6262626262626263,0.0,0.052083333333333336,1.0,0.4444444444444444,1
0.5862068965517241,0.5757575757575758,0.5,0.34375,0.5,0.3333333333333333,1
0.5172413793103449,0.5050505050505051,0.5,0.28125,0.5,0.4444444444444444,1
0.3448275862068966,0.494949494949495,0.5,0.3020833333333333,1.0,0.4444444444444444,0
0.3103448275862069,0.12121212121212122,1.0,0.75,0.0,0.4444444444444444,1
0.3103448275862069,0.2828282828282828,1.0,1.0,0.0,0.4444444444444444,1
0.0,0.2828282828282828,1.0,0.8541666666666666,0.0,0.2222222222222222,1
0.3793103448275862,0.37373737373737376,0.5,0.4375,0.5,0.2222222222222222,1
0.3103448275862069,0.47474747474747475,0.5,0.3020833333333333,1.0,0.4444444444444444,1
0.20689655172413793,0.2828282828282828,1.0,0.875,0.0,0.4444444444444444,1
0.0,0.24242424242424243,1.0,0.9583333333333334,0.0,0.3333333333333333,0
0.20689655172413793,0.2727272727272727,1.0,0.8854166666666666,0.5,0.4444444444444444,1
0.3793103448275862,0.5353535353535354,0.5,0.3645833333333333,1.0,0.4444444444444444,0
0.06896551724137931,0.1717171717171717,1.0,0.8645833333333334,0.5,0.3333333333333333,0
0.10344827586206896,0.2828282828282828,1.0,0.75,0.5,0.4444444444444444,1
0.4482758620689655,0.47474747474747475,0.5,0.71875,0.5,0.1111111111111111,1
0.9655172413793104,0.6060606060606061,0.0,0.125,0.5,0.1111111111111111,1
0.9655172413793104,0.6464646464646465,0.0,0.25,1.0,0.5555555555555556,1
0.9655172413793104,0.8383838383838383,0.0,0.15625,1.0,0.5555555555555556,0
0.034482758620689655,0.24242424242424243,1.0,0.7916666666666666,0.0,0.1111111111111111,1
0.4827586206896552,0.40404040404040403,0.5,0.4270833333333333,1.0,0.3333333333333333,1
0.06896551724137931,0.0,1.0,0.7708333333333334,0.5,0.2222222222222222,1
0.3103448275862069,0.41414141414141414,0.5,0.6666666666666666,0.5,0.0,1
0.7586206896551724,0.7777777777777778,0.0,0.23958333333333334,1.0,0.5555555555555556,1
0.3103448275862069,0.31313131313131315,0.5,0.5625,0.5,0.2222222222222222,1
0.1724137931034483,0.20202020202020202,1.0,0.8854166666666666,0.0,0.4444444444444444,1
0.8275862068965517,0.8484848484848485,0.0,0.14583333333333334,1.0,0.4444444444444444,1
0.5517241379310345,0.47474747474747475,0.5,0.28125,1.0,0.4444444444444444,1
0.7241379310344828,0.9090909090909091,0.0,0.21875,0.5,0.5555555555555556,1
0.6896551724137931,0.6060606060606061,0.0,0.0625,0.5,0.5555555555555556,1
0.7931034482758621,0.7575757575757576,0.0,0.16666666666666666,0.5,0.1111111111111111,0
0.896551724137931,0.6363636363636364,0.0,0.010416666666666666,0.5,0.0,1
0.6206896551724138,0.4444444444444444,0.5,0.375,0.5,0.1111111111111111,0
0.5517241379310345,0.41414141414141414,0.5,0.6354166666666666,1.0,0.3333333333333333,1
0.6551724137931034,0.43434343434343436,0.5,0.3958333333333333,0.5,0.5555555555555556,1
0.2413793103448276,0.21212121212121213,1.0,0.875,0.5,0.4444444444444444,1
0.6551724137931034,0.6767676767676768,0.0,0.20833333333333334,1.0,0.5555555555555556,1
0.9655172413793104,0.7777777777777778,0.0,0.09375,0.5,0.0,1
0.10344827586206896,0.25252525252525254,1.0,0.9166666666666666,0.0,0.2222222222222222,0
0.5862068965517241,0.4444444444444444,0.5,0.75,1.0,0.5555555555555556,0
0.0,0.1717171717171717,1.0,0.9270833333333334,0.5,0.1111111111111111,1
0.41379310344827586,0.5656565656565656,0.5,0.4375,0.5,0.0,0
0.6551724137931034,0.8282828282828283,0.0,0.13541666666666666,0.5,0.3333333333333333,1
0.5517241379310345,0.5555555555555556,0.5,0.40625,0.5,0.5555555555555556,1
0.6206896551724138,0.5858585858585859,0.5,0.3333333333333333,0.5,0.3333333333333333,1
0.7931034482758621,0.9595959595959596,0.0,0.07291666666666667,1.0,0.2222222222222222,1
0.3448275862068966,0.3434343434343434,0.5,0.2916666666666667,1.0,0.1111111111111111,1
0.034482758620689655,0.25252525252525254,1.0,0.8541666666666666,0.0,0.4444444444444444,1
0.5517241379310345,0.32323232323232326,0.5,0.28125,1.0,0.3333333333333333,1
0.3103448275862069,0.2828282828282828,1.0,1.0,0.0,0.4444444444444444,1
0.5862068965517241,0.3434343434343434,0.5,0.6041666666666666,0.5,0.0,0
0.3103448275862069,0.36363636363636365,0.5,0.4270833333333333,0.5,0.2222222222222222,1
0.896551724137931,0.6767676767676768,0.0,0.125,1.0,0.4444444444444444,0
0.3103448275862069,0.5050505050505051,0.5,0.75,0.5,0.2222222222222222,1
0.7586206896551724,0.7676767676767676,0.0,0.15625,1.0,0.3333333333333333,1
0.4827586206896552,0.31313131313131315,0.5,0.2916666666666667,1.0,0.5555555555555556,0
0.4482758620689655,0.5656565656565656,0.5,0.6458333333333334,0.5,0.5555555555555556,0
0.9310344827586207,0.9191919191919192,0.0,0.010416666666666666,1.0,0.0,0
0.3448275862068966,0.43434343434343436,0.5,0.40625,1.0,0.5555555555555556,1
0.3448275862068966,0.5757575757575758,0.5,0.6875,1.0,0.5555555555555556,0
0.3103448275862069,0.04040404040404041,1.0,0.9583333333333334,0.0,0.2222222222222222,1
0.7241379310344828,0.9292929292929293,0.0,0.10416666666666667,1.0,0.0,1
0.10344827586206896,0.29292929292929293,1.0,0.8333333333333334,0.5,0.4444444444444444,1
0.3103448275862069,0.47474747474747475,0.5,0.28125,1.0,0.5555555555555556,0
0.4482758620689655,0.37373737373737376,0.5,0.4166666666666667,1.0,0.1111111111111111,1
0.5862068965517241,0.5050505050505051,0.5,0.5416666666666666,0.5,0.0,1
0.2413793103448276,0.06060606060606061,1.0,0.7708333333333334,0.5,0.4444444444444444,1
0.13793103448275862,0.020202020202020204,1.0,0.7708333333333334,0.0,0.3333333333333333,0
0.3448275862068966,0.31313131313131315,0.5,0.25,1.0,0.2222222222222222,1
0.3103448275862069,0.1717171717171717,1.0,0.9166666666666666,0.0,0.4444444444444444,1
0.3103448275862069,0.2727272727272727,1.0,0.9479166666666666,0.5,0.5555555555555556,1
0.27586206896551724,0.1717171717171717,1.0,0.875,0.0,0.5555555555555556,0
0.10344827586206896,0.050505050505050504,1.0,0.8958333333333334,0.5,0.1111111111111111,1
0.2413793103448276,0.030303030303030304,1.0,0.90625,0.0,0.5555555555555556,1
0.6551724137931034,0.7474747474747475,0.0,0.21875,1.0,0.4444444444444444,1
0.3103448275862069,0.5656565656565656,0.5,0.5416666666666666,1.0,0.1111111111111111,1
0.20689655172413793,0.24242424242424243,1.0,0.9583333333333334,0.0,0.5555555555555556,1
0.7931034482758621,0.9494949494949495,0.0,0.1875,0.5,0.2222222222222222,0
0.034482758620689655,0.13131313131313133,1.0,0.7604166666666666,0.5,0.2222222222222222,0
0.10344827586206896,0.29292929292929293,1.0,0.8333333333333334,0.0,0.5555555555555556,1
0.10344827586206896,0.24242424242424243,1.0,0.90625,0.0,0.5555555555555556,1
0.10344827586206896,0.04040404040404041,1.0,0.875,0.5,0.5555555555555556,0
0.4482758620689655,0.37373737373737376,0.5,0.4166666666666667,1.0,0.1111111111111111,1
0.6206896551724138,0.3434343434343434,0.5,0.6875,0.5,0.5555555555555556,1
0.06896551724137931,0.2727272727272727,1.0,1.0,0.0,0.5555555555555556,0
0.8620689655172413,0.7272727272727273,0.0,0.03125,0.5,0.5555555555555556,1
0.06896551724137931,0.0707070707070707,1.0,0.8333333333333334,0.5,0.5555555555555556,1
0.7931034482758621,0.8686868686868687,0.0,0.041666666666666664,0.5,0.4444444444444444,1
0.896551724137931,0.6464646464646465,0.0,0.0,1.0,0.4444444444444444,1
0.27586206896551724,0.1717171717171717,1.0,0.875,0.5,0.5555555555555556,1
0.7931034482758621,0.8282828282828283,0.0,0.19791666666666666,1.0,0.5555555555555556,1
0.3103448275862069,0.2222222222222222,1.0,0.875,0.5,0.1111111111111111,1
0.06896551724137931,0.12121212121212122,1.0,0.8125,0.5,0.5555555555555556,1
1.0,0.696969696969697,0.0,0.11458333333333333,0.5,0.6666666666666666,1
0.9655172413793104,0.9696969696969697,0.0,0.052083333333333336,0.5,0.6666666666666666,1
0.6206896551724138,0.3939393939393939,0.5,0.4583333333333333,0.5,0.5555555555555556,0
0.9655172413793104,0.898989898989899,0.0,0.16666666666666666,1.0,0.6666666666666666,1
0.4482758620689655,0.41414141414141414,0.5,0.375,1.0,0.2222222222222222,0
0.6551724137931034,0.5757575757575758,0.5,0.6875,0.5,0.3333333333333333,1
0.9655172413793104,0.9191919191919192,0.0,0.21875,1.0,0.6666666666666666,0
0.9310344827586207,0.6363636363636364,0.0,0.25,0.5,0.6666666666666666,0
0.8620689655172413,0.8181818181818182,0.0,0.010416666666666666,1.0,0.6666666666666666,1
0.0,0.29292929292929293,1.0,0.90625,0.5,0.1111111111111111,1
0.7586206896551724,0.6060606060606061,0.0,0.010416666666666666,0.5,0.6666666666666666,1
0.9655172413793104,0.7070707070707071,0.0,0.0625,1.0,0.3333333333333333,0
0.7586206896551724,0.7878787878787878,0.0,0.25,0.5,0.6666666666666666,0
0.7586206896551724,0.9797979797979798,0.0,0.15625,1.0,0.6666666666666666,1
0.7241379310344828,0.6666666666666666,0.0,0.0625,0.5,0.6666666666666666,0
0.6896551724137931,0.8383838383838383,0.0,0.25,0.5,0.6666666666666666,1
0.6206896551724138,0.3939393939393939,0.5,0.7395833333333334,0.5,0.6666666666666666,1
0.896551724137931,0.98989898989899,0.0,0.020833333333333332,1.0,0.6666666666666666,0
0.7931034482758621,0.8181818181818182,0.0,0.10416666666666667,0.5,0.0,0
0.5862068965517241,0.29292929292929293,0.5,0.5625,1.0,0.6666666666666666,1
0.5862068965517241,0.42424242424242425,0.5,0.71875,1.0,0.6666666666666666,1
1.0,0.6161616161616161,0.0,0.15625,0.5,0.5555555555555556,0
0.5172413793103449,0.5252525252525253,0.5,0.6666666666666666,0.5,0.6666666666666666,1
0.13793103448275862,0.020202020202020204,1.0,0.7708333333333334,0.5,0.1111111111111111,0
0.9310344827586207,0.8585858585858586,0.0,0.19791666666666666,0.5,0.2222222222222222,1
0.4482758620689655,0.43434343434343436,0.5,0.6666666666666666,0.5,0.5555555555555556,1
0.1724137931034483,0.06060606060606061,1.0,0.8958333333333334,0.5,0.1111111111111111,0
0.8620689655172413,0.7474747474747475,0.0,0.03125,0.5,0.0,1
0.6551724137931034,0.8484848484848485,0.0,0.010416666666666666,1.0,0.1111111111111111,0
0.9655172413793104,0.8484848484848485,0.0,0.14583333333333334,1.0,0.4444444444444444,1
0.6551724137931034,0.8787878787878788,0.0,0.0,0.5,0.0,0
0.2413793103448276,0.24242424242424243,1.0,0.8958333333333334,0.0,0.5555555555555556,1
0.3103448275862069,0.5454545454545454,0.5,0.2916666666666667,0.5,0.1111111111111111,1
0.896551724137931,0.8080808080808081,0.0,0.1875,0.5,0.1111111111111111,1
0.3793103448275862,0.4444444444444444,0.5,0.5208333333333334,0.5,0.5555555555555556,0
0.3793103448275862,0.3434343434343434,0.5,0.3958333333333333,0.5,0.3333333333333333,0
0.7586206896551724,0.6464646464646465,0.0,0.19791666666666666,1.0,0.0,0
0.4827586206896552,0.4444444444444444,0.5,0.3854166666666667,1.0,0.6666666666666666,0
0.4827586206896552,0.32323232323232326,0.5,0.6979166666666666,1.0,0.6666666666666666,0
0.2413793103448276,0.1414141414141414,1.0,0.75,0.0,0.2222222222222222,0
0.6896551724137931,0.7777777777777778,0.0,0.1875,1.0,0.4444444444444444,0
0.7241379310344828,0.6767676767676768,0.0,0.17708333333333334,1.0,0.6666666666666666,0
0.41379310344827586,0.29292929292929293,0.5,0.6666666666666666,0.5,0.6666666666666666,0
0.8620689655172413,0.6666666666666666,0.0,0.15625,0.5,0.2222222222222222,0
0.3448275862068966,0.43434343434343436,0.5,0.5625,0.5,0.6666666666666666,0
0.4827586206896552,0.5454545454545454,0.5,0.25,0.5,0.5555555555555556,1
0.5862068965517241,0.3838383838383838,0.5,0.4583333333333333,1.0,0.2222222222222222,0
0.034482758620689655,0.21212121212121213,1.0,0.9895833333333334,0.0,0.4444444444444444,0
0.3448275862068966,0.31313131313131315,0.5,0.6770833333333334,1.0,0.6666666666666666,0
0.9310344827586207,0.9191919191919192,0.0,0.11458333333333333,1.0,0.5555555555555556,0
0.3103448275862069,0.010101010101010102,1.0,1.0,0.0,0.6666666666666666,1
0.27586206896551724,0.21212121212121213,1.0,0.8958333333333334,0.0,0.6666666666666666,1
0.13793103448275862,0.15151515151515152,1.0,0.8229166666666666,0.5,0.5555555555555556,1
0.20689655172413793,0.04040404040404041,1.0,0.9270833333333334,0.0,0.6666666666666666,0
0.1724137931034483,0.25252525252525254,1.0,0.875,0.0,0.6666666666666666,0
0.41379310344827586,0.5151515151515151,0.5,0.3854166666666667,1.0,0.6666666666666666,0
0.6551724137931034,0.37373737373737376,0.5,0.6354166666666666,1.0,0.6666666666666666,0
0.6551724137931034,0.4444444444444444,0.5,0.3333333333333333,0.5,0.0,0
0.4827586206896552,0.5353535353535354,0.5,0.5729166666666666,1.0,0.6666666666666666,0
0.27586206896551724,0.1717171717171717,1.0,0.84375,0.5,0.2222222222222222,0
0.896551724137931,0.8585858585858586,0.0,0.16666666666666666,0.5,0.3333333333333333,1
0.034482758620689655,0.25252525252525254,1.0,0.9791666666666666,0.5,0.1111111111111111,1
0.3448275862068966,0.494949494949495,0.5,0.7395833333333334,1.0,0.3333333333333333,1
0.8275862068965517,0.9595959595959596,0.0,0.03125,1.0,0.3333333333333333,1
0.3103448275862069,0.4444444444444444,0.5,0.6875,1.0,0.0,0
0.13793103448275862,0.1717171717171717,1.0,0.875,0.5,0.6666666666666666,1
0.10344827586206896,0.1919191919191919,1.0,0.8854166666666666,0.5,0.6666666666666666,0
0.5517241379310345,0.5252525252525253,0.5,0.3333333333333333,1.0,0.0,1
0.6551724137931034,0.42424242424242425,0.5,0.3541666666666667,1.0,0.6666666666666666,0
0.7241379310344828,0.8181818181818182,0.0,0.010416666666666666,1.0,0.5555555555555556,0
0.2413793103448276,0.25252525252525254,1.0,0.96875,0.0,0.6666666666666666,0
0.5172413793103449,0.32323232323232326,0.5,0.6354166666666666,0.5,0.4444444444444444,1
0.20689655172413793,0.1717171717171717,1.0,0.96875,0.0,0.6666666666666666,1
0.06896551724137931,0.0707070707070707,1.0,0.9375,0.5,0.6666666666666666,0
0.06896551724137931,0.2828282828282828,1.0,0.8958333333333334,0.5,0.6666666666666666,0
0.13793103448275862,0.0,1.0,0.8958333333333334,0.5,0.2222222222222222,0
0.6551724137931034,0.696969696969697,0.0,0.16666666666666666,1.0,0.6666666666666666,0
0.8620689655172413,0.696969696969697,0.0,0.25,1.0,0.6666666666666666,0
1.0,0.8585858585858586,0.0,0.0,1.0,0.3333333333333333,0
0.034482758620689655,0.050505050505050504,1.0,1.0,0.0,0.6666666666666666,1
0.4482758620689655,0.3939393939393939,0.5,0.375,0.5,0.3333333333333333,1
0.9655172413793104,0.9191919191919192,0.0,0.20833333333333334,1.0,0.3333333333333333,0
0.7931034482758621,0.6363636363636364,0.0,0.020833333333333332,1.0,0.6666666666666666,0
0.6896551724137931,0.7070707070707071,0.0,0.0,1.0,0.3333333333333333,0
0.0,0.1414141414141414,1.0,0.8020833333333334,0.5,0.6666666666666666,0
0.06896551724137931,0.08080808080808081,1.0,0.75,0.0,0.2222222222222222,1
1.0,0.6363636363636364,0.0,0.03125,1.0,0.7777777777777778,1
0.7241379310344828,0.6666666666666666,0.0,0.23958333333333334,0.5,0.1111111111111111,0
0.9655172413793104,0.7777777777777778,0.0,0.08333333333333333,0.5,0.7777777777777778,0
0.6206896551724138,0.45454545454545453,0.5,0.40625,1.0,0.2222222222222222,0
0.27586206896551724,0.2828282828282828,1.0,0.9479166666666666,0.0,0.5555555555555556,0
0.6551724137931034,0.6464646464646465,0.0,0.0625,1.0,0.1111111111111111,0
0.4482758620689655,0.32323232323232326,0.5,0.4583333333333333,0.5,0.1111111111111111,0
0.10344827586206896,0.23232323232323232,1.0,0.84375,0.5,0.6666666666666666,1
0.896551724137931,0.6767676767676768,0.0,0.052083333333333336,1.0,0.3333333333333333,1
0.896551724137931,0.7575757575757576,0.0,0.010416666666666666,1.0,0.4444444444444444,0
0.9310344827586207,0.8585858585858586,0.0,0.17708333333333334,1.0,0.7777777777777778,1
0.6206896551724138,0.32323232323232326,0.5,0.3333333333333333,1.0,0.6666666666666666,1
0.5862068965517241,0.35353535353535354,0.5,0.34375,1.0,0.3333333333333333,0
0.8620689655172413,0.9191919191919192,0.0,0.10416666666666667,0.5,0.7777777777777778,1
0.8275862068965517,0.7474747474747475,0.0,0.19791666666666666,0.5,0.7777777777777778,0
0.3793103448275862,0.494949494949495,0.5,0.3125,1.0,0.1111111111111111,1
0.7586206896551724,0.8585858585858586,0.0,0.08333333333333333,0.5,0.7777777777777778,0
0.7586206896551724,1.0,0.0,0.10416666666666667,1.0,0.7777777777777778,0
0.7241379310344828,0.9393939393939394,0.0,0.010416666666666666,0.5,0.7777777777777778,1
0.7586206896551724,0.7373737373737373,0.0,0.23958333333333334,0.5,0.0,1
0.034482758620689655,0.010101010101010102,1.0,0.8854166666666666,0.5,0.4444444444444444,0
0.10344827586206896,0.13131313131313133,1.0,0.96875,0.5,0.1111111111111111,1
0.7241379310344828,0.7070707070707071,0.0,0.010416666666666666,1.0,0.7777777777777778,0
0.4827586206896552,0.47474747474747475,0.5,0.5416666666666666,1.0,0.4444444444444444,0
0.41379310344827586,0.40404040404040403,0.5,0.7083333333333334,1.0,0.0,0
0.896551724137931,0.8080808080808081,0.0,0.09375,0.5,0.4444444444444444,0
0.7241379310344828,0.8787878787878788,0.0,0.11458333333333333,1.0,0.7777777777777778,0
0.7931034482758621,0.98989898989899,0.0,0.21875,0.5,0.4444444444444444,0
0.20689655172413793,0.23232323232323232,1.0,0.8125,0.5,0.5555555555555556,0
0.1724137931034483,0.18181818181818182,1.0,0.8020833333333334,0.0,0.3333333333333333,0
0.6551724137931034,0.5959595959595959,0.0,0.08333333333333333,1.0,0.7777777777777778,0
0.6551724137931034,0.43434343434343436,0.5,0.625,0.5,0.7777777777777778,0
0.4827586206896552,0.5555555555555556,0.5,0.59375,1.0,0.0,0
0.034482758620689655,0.26262626262626265,1.0,1.0,0.0,0.5555555555555556,0
0.6206896551724138,0.5050505050505051,0.5,0.59375,0.5,0.2222222222222222,0
0.6551724137931034,0.8787878787878788,0.0,0.21875,1.0,0.7777777777777778,0
0.6206896551724138,0.3939393939393939,0.5,0.4895833333333333,0.5,0.7777777777777778,1
0.9655172413793104,0.898989898989899,0.0,0.16666666666666666,1.0,0.6666666666666666,0
0.5517241379310345,0.5858585858585859,0.5,0.5625,0.5,0.7777777777777778,0
0.4482758620689655,0.46464646464646464,0.5,0.3125,0.5,0.4444444444444444,0
0.8275862068965517,0.6363636363636364,0.0,0.0625,1.0,0.0,0
0.06896551724137931,0.18181818181818182,1.0,0.9375,0.0,0.6666666666666666,0
0.5862068965517241,0.3939393939393939,0.5,0.5104166666666666,1.0,0.2222222222222222,0
0.1724137931034483,0.030303030303030304,1.0,0.7708333333333334,0.0,0.3333333333333333,0
0.5172413793103449,0.43434343434343436,0.5,0.75,1.0,0.3333333333333333,0
0.6551724137931034,0.9595959595959596,0.0,0.020833333333333332,1.0,0.2222222222222222,0
0.5517241379310345,0.5454545454545454,0.5,0.2708333333333333,1.0,0.7777777777777778,0
0.6551724137931034,0.31313131313131315,0.5,0.4375,0.5,0.7777777777777778,0
0.13793103448275862,0.23232323232323232,1.0,0.875,0.5,0.3333333333333333,0
0.6551724137931034,0.5757575757575758,0.5,0.6354166666666666,0.5,0.4444444444444444,0
0.896551724137931,0.7373737373737373,0.0,0.15625,0.5,0.5555555555555556,0
0.13793103448275862,0.06060606060606061,1.0,0.90625,0.0,0.4444444444444444,0
0.7931034482758621,0.9393939393939394,0.0,0.15625,1.0,0.7777777777777778,0
1.0,0.6868686868686869,0.0,0.0,0.5,0.0,1
0.9310344827586207,0.7878787878787878,0.0,0.16666666666666666,1.0,0.0,1
0.7586206896551724,0.6868686868686869,0.0,0.1875,1.0,0.0,1
0.7241379310344828,0.6161616161616161,0.0,0.041666666666666664,0.5,0.0,1
0.6206896551724138,0.30303030303030304,0.5,0.46875,0.5,0.0,0
0.5862068965517241,0.41414141414141414,0.5,0.5,1.0,0.0,1
0.3103448275862069,0.5959595959595959,0.5,0.34375,1.0,0.0,1
0.3103448275862069,0.40404040404040403,0.5,0.6666666666666666,1.0,0.0,1
0.13793103448275862,0.06060606060606061,1.0,0.75,0.0,0.0,0
0.8620689655172413,0.6262626262626263,0.0,0.0625,1.0,0.1111111111111111,1
0.8620689655172413,0.8585858585858586,0.0,0.23958333333333334,1.0,0.1111111111111111,1
0.7586206896551724,0.5959595959595959,0.0,0.20833333333333334,1.0,0.1111111111111111,0
0.7241379310344828,0.7575757575757576,0.0,0.041666666666666664,0.5,0.1111111111111111,1
0.3793103448275862,0.5555555555555556,0.5,0.3958333333333333,1.0,0.0,1
0.3793103448275862,0.43434343434343436,0.5,0.7291666666666666,1.0,0.0,1
0.7241379310344828,0.7474747474747475,0.0,0.09375,0.5,0.1111111111111111,0
0.5862068965517241,0.5050505050505051,0.5,0.5416666666666666,1.0,0.1111111111111111,1
1.0,0.9595959595959596,0.0,0.15625,1.0,0.1111111111111111,1
0.4827586206896552,0.35353535353535354,0.5,0.59375,0.5,0.1111111111111111,1
0.5517241379310345,0.5454545454545454,0.5,0.5833333333333334,0.5,0.1111111111111111,1
0.4827586206896552,0.35353535353535354,0.5,0.4375,0.5,0.0,1
0.4827586206896552,0.3838383838383838,0.5,0.3645833333333333,1.0,0.1111111111111111,1
0.4482758620689655,0.3333333333333333,0.5,0.375,0.5,0.1111111111111111,1
0.4482758620689655,0.45454545454545453,0.5,0.65625,0.5,0.1111111111111111,1
0.41379310344827586,0.5656565656565656,0.5,0.375,0.5,0.1111111111111111,1
0.3793103448275862,0.3838383838383838,0.5,0.7083333333333334,1.0,0.1111111111111111,0
0.3103448275862069,0.10101010101010101,1.0,0.9166666666666666,0.5,0.1111111111111111,1
0.3103448275862069,0.2727272727272727,1.0,0.8541666666666666,0.5,0.1111111111111111,1
0.27586206896551724,0.21212121212121213,1.0,0.7916666666666666,0.0,0.1111111111111111,1
0.20689655172413793,0.10101010101010101,1.0,0.90625,0.5,0.1111111111111111,1
0.13793103448275862,0.1717171717171717,1.0,0.78125,0.5,0.1111111111111111,1
0.10344827586206896,0.2727272727272727,1.0,0.9270833333333334,0.0,0.1111111111111111,1
0.7931034482758621,0.9696969696969697,0.0,0.22916666666666666,0.5,0.1111111111111111,0
0.034482758620689655,0.1919191919191919,1.0,0.9479166666666666,0.5,0.1111111111111111,0
0.9655172413793104,0.6767676767676768,0.0,0.08333333333333333,1.0,0.1111111111111111,1
0.034482758620689655,0.1717171717171717,1.0,0.9583333333333334,0.5,0.1111111111111111,1
1.0,0.9494949494949495,0.0,0.1875,1.0,0.2222222222222222,1
0.9310344827586207,0.797979797979798,0.0,0.22916666666666666,0.5,0.2222222222222222,1
0.7586206896551724,0.9191919191919192,0.0,0.11458333333333333,1.0,0.2222222222222222,1
0.4827586206896552,0.5151515151515151,0.5,0.4270833333333333,1.0,0.2222222222222222,1
0.4827586206896552,0.5757575757575758,0.5,0.5416666666666666,1.0,0.2222222222222222,0
0.41379310344827586,0.36363636363636365,0.5,0.4375,0.5,0.2222222222222222,1
0.3793103448275862,0.5656565656565656,0.5,0.25,0.5,0.2222222222222222,1
0.3448275862068966,0.5151515151515151,0.5,0.40625,0.5,0.2222222222222222,1
0.3103448275862069,0.5151515151515151,0.5,0.3020833333333333,1.0,0.2222222222222222,0
0.3103448275862069,0.1111111111111111,1.0,0.8229166666666666,0.5,0.2222222222222222,1
0.3103448275862069,0.3939393939393939,0.5,0.7083333333333334,1.0,0.2222222222222222,0
0.1724137931034483,0.2828282828282828,1.0,0.8333333333333334,0.0,0.0,0
0.3103448275862069,0.5353535353535354,0.5,0.3333333333333333,0.5,0.1111111111111111,1
0.27586206896551724,0.20202020202020202,1.0,0.78125,0.0,0.2222222222222222,1
0.2413793103448276,0.04040404040404041,1.0,0.9791666666666666,0.5,0.2222222222222222,1
0.1724137931034483,0.18181818181818182,1.0,0.8020833333333334,0.5,0.2222222222222222,1
0.13793103448275862,0.04040404040404041,1.0,0.75,0.5,0.2222222222222222,1
0.7931034482758621,0.6464646464646465,0.0,0.041666666666666664,1.0,0.3333333333333333,1
0.13793103448275862,0.1717171717171717,1.0,0.96875,0.5,0.2222222222222222,1
